order_id,order_date,region,product,category,units,unit_price,revenue,customer
SO-10315,2025-05-22,West,Webcam,Audio and Video,24,4200,100800,Nimbus Cloud
SO-10316,2025-05-22,South,Laptop Stand,Accessories,3,1800,5400,Evergreen Foods
SO-10317,2025-05-22,North,Webcam,Audio and Video,11,4200,46200,Vista Telecom
SO-10318,2025-05-22,West,Headset,Audio and Video,4,6500,26000,Orchid Interiors
SO-10319,2025-05-22,West,24-inch Monitor,Displays,17,14500,246500,Quartz Mining
SO-10320,2025-05-22,East,27-inch Monitor,Displays,9,24000,216000,Vista Telecom
SO-10321,2025-05-23,North,USB-C Hub,Accessories,3,3500,10500,Vista Telecom
SO-10322,2025-05-24,North,Laptop Stand,Accessories,19,1800,34200,Lotus Infra
SO-10323,2025-05-24,East,Standing Desk,Furniture,3,32000,96000,Nimbus Cloud
SO-10324,2025-05-24,West,Conference Speaker,Audio and Video,5,18000,90000,Lotus Infra
SO-10325,2025-05-25,North,27-inch Monitor,Displays,20,24000,480000,Riverstone Realty
SO-10326,2025-05-25,West,Laptop Stand,Accessories,3,1800,5400,Umber Paints
SO-10327,2025-05-25,East,Webcam,Audio and Video,18,4200,75600,Nimbus Cloud
SO-10328,2025-05-26,West,24-inch Monitor,Displays,17,14500,246500,Cedar Finserv
SO-10329,2025-05-26,North,Headset,Audio and Video,20,6500,130000,Monsoon Travel
SO-10330,2025-05-27,West,Laptop Stand,Accessories,14,1800,25200,Lotus Infra
SO-10331,2025-05-28,West,Laptop Stand,Accessories,18,1800,32400,Saffron Kitchens
SO-10332,2025-06-01,East,27-inch Monitor,Displays,8,24000,192000,Monsoon Travel
SO-10333,2025-06-01,East,Standing Desk,Furniture,24,32000,768000,Bluepeak Analytics
SO-10334,2025-06-01,North,27-inch Monitor,Displays,11,24000,264000,Indigo Learning
SO-10335,2025-06-02,North,27-inch Monitor,Displays,9,24000,216000,Deccan Motors
SO-10336,2025-06-02,South,27-inch Monitor,Displays,21,24000,504000,Riverstone Realty
SO-10337,2025-06-03,South,Wireless Mouse,Accessories,7,1200,8400,Anvil Logistics
SO-10338,2025-06-03,North,Laptop Stand,Accessories,1,1800,1800,Deccan Motors
SO-10339,2025-06-04,South,Wireless Mouse,Accessories,2,1200,2400,Falcon Freight
SO-10340,2025-06-04,South,Webcam,Audio and Video,20,4200,84000,Evergreen Foods
SO-10341,2025-06-04,West,Office Chair,Furniture,25,12500,312500,Ganga Textiles
SO-10342,2025-06-04,West,24-inch Monitor,Displays,16,14500,232000,Lotus Infra
SO-10343,2025-06-05,North,Standing Desk,Furniture,8,32000,256000,Vista Telecom
SO-10344,2025-06-05,West,Standing Desk,Furniture,3,32000,96000,Kite Media
SO-10345,2025-06-05,South,27-inch Monitor,Displays,18,24000,432000,Anvil Logistics
SO-10346,2025-06-06,South,Conference Speaker,Audio and Video,2,18000,36000,Cedar Finserv
SO-10347,2025-06-07,North,27-inch Monitor,Displays,16,24000,384000,Evergreen Foods
SO-10348,2025-06-07,South,Webcam,Audio and Video,19,4200,79800,Monsoon Travel
SO-10349,2025-06-07,West,Conference Speaker,Audio and Video,18,18000,324000,Deccan Motors
SO-10350,2025-06-08,North,Standing Desk,Furniture,20,32000,640000,Banyan Health
SO-10351,2025-06-08,North,Webcam,Audio and Video,16,4200,67200,Cedar Finserv
SO-10352,2025-06-09,South,Conference Speaker,Audio and Video,19,18000,342000,Peacock Apparel
SO-10353,2025-06-09,West,27-inch Monitor,Displays,1,24000,24000,Tamarind Tech
SO-10354,2025-06-10,South,Headset,Audio and Video,2,6500,13000,Harbour Hotels
SO-10355,2025-06-10,South,USB-C Hub,Accessories,12,3500,42000,Orchid Interiors
SO-10356,2025-06-10,South,Headset,Audio and Video,18,6500,117000,Evergreen Foods
SO-10357,2025-06-11,North,27-inch Monitor,Displays,5,24000,120000,Nimbus Cloud
SO-10358,2025-06-12,West,Wireless Mouse,Accessories,19,1200,22800,Quartz Mining
SO-10359,2025-06-13,East,Headset,Audio and Video,14,6500,91000,Quartz Mining
SO-10360,2025-06-13,North,Webcam,Audio and Video,3,4200,12600,Indigo Learning
SO-10361,2025-06-13,East,Headset,Audio and Video,4,6500,26000,Falcon Freight
SO-10362,2025-06-14,North,27-inch Monitor,Displays,16,24000,384000,Anvil Logistics
SO-10363,2025-06-14,North,Webcam,Audio and Video,22,4200,92400,Jasmine Pharma
SO-10364,2025-06-14,North,Laptop Stand,Accessories,3,1800,5400,Lotus Infra
SO-10365,2025-06-15,South,Conference Speaker,Audio and Video,3,18000,54000,Tamarind Tech
SO-10366,2025-06-17,West,Headset,Audio and Video,15,6500,97500,Vista Telecom
SO-10367,2025-06-17,West,Laptop Stand,Accessories,19,1800,34200,Coral Retail
SO-10368,2025-06-17,South,Headset,Audio and Video,19,6500,123500,Quartz Mining
SO-10369,2025-06-18,North,Standing Desk,Furniture,25,32000,800000,Jasmine Pharma
SO-10370,2025-06-18,North,Laptop Stand,Accessories,12,1800,21600,Nimbus Cloud
SO-10371,2025-06-18,East,Wireless Mouse,Accessories,6,1200,7200,Umber Paints
SO-10372,2025-06-19,South,Laptop Stand,Accessories,1,1800,1800,Coral Retail
SO-10373,2025-06-20,North,Office Chair,Furniture,7,12500,87500,Nimbus Cloud
SO-10374,2025-06-20,East,27-inch Monitor,Displays,16,24000,384000,Tamarind Tech
SO-10375,2025-06-21,North,Webcam,Audio and Video,7,4200,29400,Lotus Infra
SO-10376,2025-06-22,West,Laptop Stand,Accessories,16,1800,28800,Orchid Interiors
SO-10377,2025-06-22,East,Headset,Audio and Video,8,6500,52000,Totally Fine Corp
SO-10378,2025-06-22,East,24-inch Monitor,Displays,6,14500,87000,Ganga Textiles
SO-10379,2025-06-23,East,Wireless Mouse,Accessories,18,1200,21600,Quartz Mining
SO-10380,2025-06-23,South,Office Chair,Furniture,1,12500,12500,Umber Paints
SO-10381,2025-06-23,West,Headset,Audio and Video,4,6500,26000,Vista Telecom
SO-10382,2025-06-24,South,Office Chair,Furniture,13,12500,162500,Falcon Freight
SO-10383,2025-06-24,South,Conference Speaker,Audio and Video,25,18000,450000,Peacock Apparel
SO-10384,2025-06-24,South,Laptop Stand,Accessories,21,1800,37800,Kite Media
SO-10385,2025-06-24,West,Standing Desk,Furniture,17,32000,544000,Anvil Logistics
SO-10386,2025-06-25,West,Office Chair,Furniture,3,12500,37500,Harbour Hotels
SO-10387,2025-06-26,West,Laptop Stand,Accessories,21,1800,37800,Lotus Infra
SO-10388,2025-06-26,South,Standing Desk,Furniture,9,32000,288000,Nimbus Cloud
SO-10389,2025-06-26,West,27-inch Monitor,Displays,21,24000,504000,Ganga Textiles
SO-10390,2025-06-26,East,Standing Desk,Furniture,15,32000,480000,Quartz Mining
SO-10391,2025-06-27,East,Conference Speaker,Audio and Video,15,18000,270000,Monsoon Travel
SO-10392,2025-06-28,West,Headset,Audio and Video,4,6500,26000,Quartz Mining
SO-10393,2025-06-28,North,Headset,Audio and Video,8,6500,52000,Nimbus Cloud
SO-10394,2025-07-01,East,24-inch Monitor,Displays,18,14500,261000,Nimbus Cloud
SO-10395,2025-07-01,East,27-inch Monitor,Displays,23,24000,552000,Bluepeak Analytics
SO-10396,2025-07-01,South,27-inch Monitor,Displays,4,24000,96000,Evergreen Foods
SO-10397,2025-07-02,West,Webcam,Audio and Video,20,4200,84000,Banyan Health
SO-10398,2025-07-02,East,Conference Speaker,Audio and Video,3,18000,54000,Totally Fine Corp
SO-10399,2025-07-03,East,Laptop Stand,Accessories,15,1800,27000,Banyan Health
SO-10400,2025-07-03,South,Office Chair,Furniture,24,12500,300000,Coral Retail
SO-10401,2025-07-04,West,USB-C Hub,Accessories,24,3500,84000,Riverstone Realty
SO-10402,2025-07-04,West,Wireless Mouse,Accessories,1,1200,1200,Saffron Kitchens
SO-10403,2025-07-04,East,Conference Speaker,Audio and Video,6,18000,108000,Harbour Hotels
SO-10404,2025-07-05,North,Conference Speaker,Audio and Video,25,18000,450000,Orchid Interiors
SO-10405,2025-07-05,East,24-inch Monitor,Displays,16,14500,232000,Deccan Motors
SO-10406,2025-07-05,West,27-inch Monitor,Displays,14,24000,336000,Totally Fine Corp
SO-10407,2025-07-06,West,Headset,Audio and Video,15,6500,97500,Coral Retail
SO-10408,2025-07-06,South,Webcam,Audio and Video,20,4200,84000,Tamarind Tech
SO-10409,2025-07-07,South,USB-C Hub,Accessories,16,3500,56000,Anvil Logistics
SO-10410,2025-07-07,North,24-inch Monitor,Displays,4,14500,58000,Deccan Motors
SO-10411,2025-07-07,West,27-inch Monitor,Displays,20,24000,480000,Peacock Apparel
SO-10412,2025-07-07,North,Wireless Mouse,Accessories,11,1200,13200,Riverstone Realty
SO-10413,2025-07-07,South,24-inch Monitor,Displays,9,14500,130500,Harbour Hotels
SO-10414,2025-07-07,East,Laptop Stand,Accessories,22,1800,39600,Orchid Interiors
SO-10415,2025-07-08,North,Laptop Stand,Accessories,12,1800,21600,Umber Paints
SO-10416,2025-07-09,East,Office Chair,Furniture,25,12500,312500,Nimbus Cloud
SO-10417,2025-07-10,East,Conference Speaker,Audio and Video,8,18000,144000,Banyan Health
SO-10418,2025-07-10,North,USB-C Hub,Accessories,2,3500,7000,Riverstone Realty
SO-10419,2025-07-10,West,Conference Speaker,Audio and Video,16,18000,288000,Jasmine Pharma
SO-10420,2025-07-10,North,24-inch Monitor,Displays,12,14500,174000,Monsoon Travel
SO-10421,2025-07-10,North,USB-C Hub,Accessories,21,3500,73500,Anvil Logistics
SO-10422,2025-07-11,East,24-inch Monitor,Displays,11,14500,159500,Deccan Motors
SO-10423,2025-07-11,East,USB-C Hub,Accessories,12,3500,42000,Anvil Logistics
SO-10424,2025-07-11,South,Webcam,Audio and Video,12,4200,50400,Falcon Freight
SO-10425,2025-07-13,North,Wireless Mouse,Accessories,18,1200,21600,Harbour Hotels
SO-10426,2025-07-13,West,Conference Speaker,Audio and Video,2,18000,36000,Monsoon Travel
SO-10427,2025-07-14,North,Wireless Mouse,Accessories,14,1200,16800,Totally Fine Corp
SO-10428,2025-07-15,South,Office Chair,Furniture,15,12500,187500,Riverstone Realty
SO-10429,2025-07-15,West,Office Chair,Furniture,17,12500,212500,Banyan Health
SO-10430,2025-07-15,East,Standing Desk,Furniture,8,32000,256000,Totally Fine Corp
SO-10431,2025-07-15,East,Webcam,Audio and Video,4,4200,16800,Vista Telecom
SO-10432,2025-07-15,West,Wireless Mouse,Accessories,20,1200,24000,Falcon Freight
SO-10433,2025-07-15,North,Headset,Audio and Video,20,6500,130000,Lotus Infra
SO-10434,2025-07-16,West,24-inch Monitor,Displays,4,14500,58000,Cedar Finserv
SO-10435,2025-07-17,North,Wireless Mouse,Accessories,14,1200,16800,Bluepeak Analytics
SO-10436,2025-07-17,West,Conference Speaker,Audio and Video,9,18000,162000,Umber Paints
SO-10437,2025-07-17,East,24-inch Monitor,Displays,2,14500,29000,Lotus Infra
SO-10438,2025-07-18,West,27-inch Monitor,Displays,8,24000,192000,Tamarind Tech
SO-10439,2025-07-20,South,Webcam,Audio and Video,6,4200,25200,Peacock Apparel
SO-10440,2025-07-20,West,24-inch Monitor,Displays,4,14500,58000,Riverstone Realty
SO-10441,2025-07-20,West,24-inch Monitor,Displays,2,14500,29000,Orchid Interiors
SO-10442,2025-07-22,West,24-inch Monitor,Displays,9,14500,130500,Tamarind Tech
SO-10443,2025-07-22,South,Laptop Stand,Accessories,13,1800,23400,Orchid Interiors
SO-10444,2025-07-22,West,Conference Speaker,Audio and Video,21,18000,378000,Orchid Interiors
SO-10445,2025-07-22,West,Conference Speaker,Audio and Video,14,18000,252000,Peacock Apparel
SO-10446,2025-07-22,South,Wireless Mouse,Accessories,9,1200,10800,Deccan Motors
SO-10447,2025-07-22,West,Conference Speaker,Audio and Video,1,18000,18000,Lotus Infra
SO-10448,2025-07-22,West,Office Chair,Furniture,20,12500,250000,Totally Fine Corp
SO-10449,2025-07-23,East,Conference Speaker,Audio and Video,3,18000,54000,Nimbus Cloud
SO-10450,2025-07-23,East,Conference Speaker,Audio and Video,24,18000,432000,Jasmine Pharma
SO-10451,2025-07-24,West,Webcam,Audio and Video,13,4200,54600,Cedar Finserv
SO-10452,2025-07-24,South,Webcam,Audio and Video,13,4200,54600,Jasmine Pharma
SO-10453,2025-07-25,East,Conference Speaker,Audio and Video,10,18000,180000,Monsoon Travel
SO-10454,2025-07-25,East,27-inch Monitor,Displays,18,24000,432000,Orchid Interiors
SO-10455,2025-07-25,South,Conference Speaker,Audio and Video,23,18000,414000,Saffron Kitchens
SO-10456,2025-07-26,East,27-inch Monitor,Displays,1,24000,24000,Harbour Hotels
SO-10457,2025-07-27,North,Standing Desk,Furniture,8,32000,256000,Falcon Freight
SO-10458,2025-07-27,East,Webcam,Audio and Video,24,4200,100800,Kite Media
SO-10459,2025-07-27,South,Wireless Mouse,Accessories,3,1200,3600,Riverstone Realty
SO-10460,2025-08-02,West,27-inch Monitor,Displays,6,24000,144000,Riverstone Realty
SO-10461,2025-08-03,East,Webcam,Audio and Video,16,4200,67200,Indigo Learning
SO-10462,2025-08-04,North,Headset,Audio and Video,14,6500,91000,Jasmine Pharma
SO-10463,2025-08-04,South,Headset,Audio and Video,7,6500,45500,Peacock Apparel
SO-10464,2025-08-04,South,24-inch Monitor,Displays,18,14500,261000,Riverstone Realty
SO-10465,2025-08-04,West,Office Chair,Furniture,12,12500,150000,Lotus Infra
SO-10466,2025-08-05,West,Standing Desk,Furniture,20,32000,640000,Jasmine Pharma
SO-10467,2025-08-06,West,Headset,Audio and Video,17,6500,110500,Jasmine Pharma
SO-10468,2025-08-07,South,Office Chair,Furniture,3,12500,37500,Orchid Interiors
SO-10469,2025-08-07,East,Wireless Mouse,Accessories,19,1200,22800,Ganga Textiles
SO-10470,2025-08-08,East,24-inch Monitor,Displays,1,14500,14500,Indigo Learning
SO-10471,2025-08-08,West,Wireless Mouse,Accessories,8,1200,9600,Bluepeak Analytics
SO-10472,2025-08-08,West,USB-C Hub,Accessories,21,3500,73500,Jasmine Pharma
SO-10473,2025-08-09,North,Webcam,Audio and Video,23,4200,96600,Tamarind Tech
SO-10474,2025-08-09,East,Headset,Audio and Video,11,6500,71500,Cedar Finserv
SO-10475,2025-08-09,North,27-inch Monitor,Displays,25,24000,600000,Saffron Kitchens
SO-10476,2025-08-09,South,Conference Speaker,Audio and Video,14,18000,252000,Falcon Freight
SO-10477,2025-08-10,East,24-inch Monitor,Displays,4,14500,58000,Jasmine Pharma
SO-10478,2025-08-10,North,Standing Desk,Furniture,18,32000,576000,Ganga Textiles
SO-10479,2025-08-10,North,27-inch Monitor,Displays,16,24000,384000,Evergreen Foods
SO-10480,2025-08-10,North,Conference Speaker,Audio and Video,14,18000,252000,Quartz Mining
SO-10481,2025-08-10,North,Headset,Audio and Video,11,6500,71500,Harbour Hotels
SO-10482,2025-08-11,East,Conference Speaker,Audio and Video,8,18000,144000,Banyan Health
SO-10483,2025-08-11,East,24-inch Monitor,Displays,3,14500,43500,Tamarind Tech
SO-10484,2025-08-11,North,USB-C Hub,Accessories,14,3500,49000,Umber Paints
SO-10485,2025-08-11,East,24-inch Monitor,Displays,21,14500,304500,Riverstone Realty
SO-10486,2025-08-12,North,Conference Speaker,Audio and Video,10,18000,180000,Saffron Kitchens
SO-10487,2025-08-12,North,Laptop Stand,Accessories,3,1800,5400,Tamarind Tech
SO-10488,2025-08-13,West,Conference Speaker,Audio and Video,6,18000,108000,Peacock Apparel
SO-10489,2025-08-13,South,Conference Speaker,Audio and Video,2,18000,36000,Harbour Hotels
SO-10490,2025-08-14,West,USB-C Hub,Accessories,1,3500,3500,Jasmine Pharma
SO-10491,2025-08-15,North,27-inch Monitor,Displays,1,24000,24000,Tamarind Tech
SO-10492,2025-08-15,South,Standing Desk,Furniture,8,32000,256000,Umber Paints
SO-10493,2025-08-15,North,Standing Desk,Furniture,24,32000,768000,Deccan Motors
SO-10494,2025-08-16,East,Webcam,Audio and Video,3,4200,12600,Jasmine Pharma
SO-10495,2025-08-16,North,Standing Desk,Furniture,10,32000,320000,Umber Paints
SO-10496,2025-08-16,South,Headset,Audio and Video,23,6500,149500,Anvil Logistics
SO-10497,2025-08-17,North,Standing Desk,Furniture,21,32000,672000,Riverstone Realty
SO-10498,2025-08-17,East,Office Chair,Furniture,12,12500,150000,Kite Media
SO-10499,2025-08-18,North,Standing Desk,Furniture,1,32000,32000,Nimbus Cloud
SO-10500,2025-08-19,East,Standing Desk,Furniture,14,32000,448000,Monsoon Travel
SO-10501,2025-08-19,West,27-inch Monitor,Displays,4,24000,96000,Indigo Learning
SO-10502,2025-08-20,East,24-inch Monitor,Displays,3,14500,43500,Ganga Textiles
SO-10503,2025-08-20,West,24-inch Monitor,Displays,1,14500,14500,Orchid Interiors
SO-10504,2025-08-20,South,24-inch Monitor,Displays,11,14500,159500,Cedar Finserv
SO-10505,2025-08-21,South,Wireless Mouse,Accessories,15,1200,18000,Indigo Learning
SO-10506,2025-08-21,South,24-inch Monitor,Displays,17,14500,246500,Jasmine Pharma
SO-10507,2025-08-21,North,Standing Desk,Furniture,19,32000,608000,Ganga Textiles
SO-10508,2025-08-22,South,Webcam,Audio and Video,8,4200,33600,Kite Media
SO-10509,2025-08-22,East,Wireless Mouse,Accessories,13,1200,15600,Ganga Textiles
SO-10510,2025-08-22,South,Conference Speaker,Audio and Video,23,18000,414000,Bluepeak Analytics
SO-10511,2025-08-22,West,Conference Speaker,Audio and Video,4,18000,72000,Harbour Hotels
SO-10512,2025-08-22,North,Standing Desk,Furniture,18,32000,576000,Ganga Textiles
SO-10513,2025-08-23,West,Webcam,Audio and Video,4,4200,16800,Saffron Kitchens
SO-10514,2025-08-23,South,Headset,Audio and Video,1,6500,6500,Cedar Finserv
SO-10515,2025-08-23,North,Standing Desk,Furniture,3,32000,96000,Monsoon Travel
SO-10516,2025-08-23,North,Standing Desk,Furniture,21,32000,672000,Saffron Kitchens
SO-10517,2025-08-23,North,Office Chair,Furniture,8,12500,100000,Banyan Health
SO-10518,2025-08-24,West,Webcam,Audio and Video,17,4200,71400,Jasmine Pharma
SO-10519,2025-08-24,South,Office Chair,Furniture,8,12500,100000,Jasmine Pharma
SO-10520,2025-08-24,South,27-inch Monitor,Displays,23,24000,552000,Cedar Finserv
SO-10521,2025-08-25,North,Conference Speaker,Audio and Video,14,18000,252000,Totally Fine Corp
SO-10522,2025-08-26,East,24-inch Monitor,Displays,24,14500,348000,Kite Media
SO-10523,2025-08-26,West,Headset,Audio and Video,9,6500,58500,Totally Fine Corp
SO-10524,2025-08-26,South,Wireless Mouse,Accessories,19,1200,22800,Indigo Learning
SO-10525,2025-08-26,South,24-inch Monitor,Displays,24,14500,348000,Riverstone Realty
SO-10526,2025-08-27,East,Office Chair,Furniture,13,12500,162500,Lotus Infra
SO-10527,2025-08-27,South,Standing Desk,Furniture,3,32000,96000,Indigo Learning
SO-10528,2025-08-27,West,Conference Speaker,Audio and Video,7,18000,126000,Orchid Interiors
SO-10529,2025-08-28,South,Headset,Audio and Video,10,6500,65000,Evergreen Foods
SO-10530,2025-08-28,East,Conference Speaker,Audio and Video,14,18000,252000,Umber Paints
SO-10531,2025-08-28,East,Laptop Stand,Accessories,20,1800,36000,Deccan Motors
SO-10532,2025-08-28,West,Standing Desk,Furniture,15,32000,480000,Banyan Health
SO-10533,2025-09-01,South,Laptop Stand,Accessories,10,1800,18000,Deccan Motors
SO-10534,2025-09-02,North,Standing Desk,Furniture,1,32000,32000,Cedar Finserv
SO-10535,2025-09-03,North,Laptop Stand,Accessories,16,1800,28800,Falcon Freight
SO-10536,2025-09-03,South,Conference Speaker,Audio and Video,21,18000,378000,Bluepeak Analytics
SO-10537,2025-09-04,North,Standing Desk,Furniture,18,32000,576000,Bluepeak Analytics
SO-10538,2025-09-04,East,Wireless Mouse,Accessories,3,1200,3600,Orchid Interiors
SO-10539,2025-09-05,West,Wireless Mouse,Accessories,13,1200,15600,Orchid Interiors
SO-10540,2025-09-05,West,27-inch Monitor,Displays,21,24000,504000,Falcon Freight
SO-10541,2025-09-07,North,Headset,Audio and Video,4,6500,26000,Bluepeak Analytics
SO-10542,2025-09-07,West,24-inch Monitor,Displays,23,14500,333500,Peacock Apparel
SO-10543,2025-09-08,North,USB-C Hub,Accessories,10,3500,35000,Riverstone Realty
SO-10544,2025-09-09,East,24-inch Monitor,Displays,24,14500,348000,Falcon Freight
SO-10545,2025-09-09,South,USB-C Hub,Accessories,5,3500,17500,Harbour Hotels
SO-10546,2025-09-09,East,Headset,Audio and Video,21,6500,136500,Umber Paints
SO-10547,2025-09-09,North,Laptop Stand,Accessories,10,1800,18000,Quartz Mining
SO-10548,2025-09-10,North,24-inch Monitor,Displays,11,14500,159500,Peacock Apparel
SO-10549,2025-09-11,West,Office Chair,Furniture,3,12500,37500,Cedar Finserv
SO-10550,2025-09-12,North,24-inch Monitor,Displays,9,14500,130500,Saffron Kitchens
SO-10551,2025-09-12,North,Headset,Audio and Video,1,6500,6500,Vista Telecom
SO-10552,2025-09-12,South,USB-C Hub,Accessories,12,3500,42000,Ganga Textiles
SO-10553,2025-09-12,East,24-inch Monitor,Displays,5,14500,72500,Jasmine Pharma
SO-10554,2025-09-13,East,Wireless Mouse,Accessories,6,1200,7200,Jasmine Pharma
SO-10555,2025-09-13,North,USB-C Hub,Accessories,21,3500,73500,Kite Media
SO-10556,2025-09-13,East,Office Chair,Furniture,15,12500,187500,Vista Telecom
SO-10557,2025-09-13,West,Headset,Audio and Video,10,6500,65000,Riverstone Realty
SO-10558,2025-09-14,North,Webcam,Audio and Video,24,4200,100800,Tamarind Tech
SO-10559,2025-09-14,South,24-inch Monitor,Displays,20,14500,290000,Coral Retail
SO-10560,2025-09-16,South,Laptop Stand,Accessories,24,1800,43200,Riverstone Realty
SO-10561,2025-09-16,South,27-inch Monitor,Displays,23,24000,552000,Deccan Motors
SO-10562,2025-09-16,South,Standing Desk,Furniture,9,32000,288000,Tamarind Tech
SO-10563,2025-09-16,South,Office Chair,Furniture,6,12500,75000,Indigo Learning
SO-10564,2025-09-17,West,Webcam,Audio and Video,14,4200,58800,Peacock Apparel
SO-10565,2025-09-17,North,USB-C Hub,Accessories,18,3500,63000,Nimbus Cloud
SO-10566,2025-09-18,West,USB-C Hub,Accessories,8,3500,28000,Orchid Interiors
SO-10567,2025-09-18,South,Conference Speaker,Audio and Video,3,18000,54000,Totally Fine Corp
SO-10568,2025-09-18,North,Webcam,Audio and Video,17,4200,71400,Peacock Apparel
SO-10569,2025-09-18,South,Wireless Mouse,Accessories,25,1200,30000,Coral Retail
SO-10570,2025-09-19,West,Office Chair,Furniture,13,12500,162500,Quartz Mining
SO-10571,2025-09-19,West,Headset,Audio and Video,5,6500,32500,Coral Retail
SO-10572,2025-09-21,South,Laptop Stand,Accessories,14,1800,25200,Harbour Hotels
SO-10573,2025-09-21,East,Wireless Mouse,Accessories,11,1200,13200,Indigo Learning
SO-10574,2025-09-21,South,24-inch Monitor,Displays,6,14500,87000,Ganga Textiles
SO-10575,2025-09-22,West,USB-C Hub,Accessories,19,3500,66500,Nimbus Cloud
SO-10576,2025-09-23,South,Office Chair,Furniture,2,12500,25000,Nimbus Cloud
SO-10577,2025-09-24,North,Standing Desk,Furniture,12,32000,384000,Peacock Apparel
SO-10578,2025-09-24,East,Wireless Mouse,Accessories,21,1200,25200,Lotus Infra
SO-10579,2025-09-24,East,Office Chair,Furniture,20,12500,250000,Monsoon Travel
SO-10580,2025-09-25,East,27-inch Monitor,Displays,12,24000,288000,Orchid Interiors
SO-10581,2025-09-25,North,Conference Speaker,Audio and Video,19,18000,342000,Coral Retail
SO-10582,2025-09-25,East,24-inch Monitor,Displays,20,14500,290000,Saffron Kitchens
SO-10583,2025-09-25,South,Webcam,Audio and Video,6,4200,25200,Orchid Interiors
SO-10584,2025-09-25,West,24-inch Monitor,Displays,22,14500,319000,Monsoon Travel
SO-10585,2025-09-25,West,Headset,Audio and Video,19,6500,123500,Deccan Motors
SO-10586,2025-09-26,East,Webcam,Audio and Video,21,4200,88200,Riverstone Realty
SO-10587,2025-09-26,South,Standing Desk,Furniture,9,32000,288000,Vista Telecom
SO-10588,2025-09-26,North,Conference Speaker,Audio and Video,21,18000,378000,Ganga Textiles
SO-10589,2025-09-26,West,USB-C Hub,Accessories,10,3500,35000,Falcon Freight
SO-10590,2025-09-26,East,Conference Speaker,Audio and Video,11,18000,198000,Harbour Hotels
SO-10591,2025-09-27,East,USB-C Hub,Accessories,23,3500,80500,Lotus Infra
SO-10592,2025-09-27,South,Standing Desk,Furniture,12,32000,384000,Kite Media
SO-10593,2025-09-27,South,Conference Speaker,Audio and Video,19,18000,342000,Quartz Mining
SO-10594,2025-09-28,East,27-inch Monitor,Displays,21,24000,504000,Coral Retail
SO-10595,2025-09-28,West,Wireless Mouse,Accessories,5,1200,6000,Lotus Infra
SO-10596,2025-09-28,West,27-inch Monitor,Displays,18,24000,432000,Peacock Apparel
SO-10597,2025-09-28,West,Office Chair,Furniture,11,12500,137500,Banyan Health
SO-10598,2025-10-01,East,USB-C Hub,Accessories,23,3500,80500,Totally Fine Corp
SO-10599,2025-10-01,North,USB-C Hub,Accessories,5,3500,17500,Cedar Finserv
SO-10600,2025-10-01,East,Conference Speaker,Audio and Video,13,18000,234000,Indigo Learning
SO-10601,2025-10-01,South,Laptop Stand,Accessories,9,1800,16200,Bluepeak Analytics
SO-10602,2025-10-02,South,Headset,Audio and Video,18,6500,117000,Umber Paints
SO-10603,2025-10-02,West,Office Chair,Furniture,25,12500,312500,Totally Fine Corp
SO-10604,2025-10-02,North,Laptop Stand,Accessories,14,1800,25200,Ganga Textiles
SO-10605,2025-10-03,East,Webcam,Audio and Video,21,4200,88200,Totally Fine Corp
SO-10606,2025-10-03,North,Standing Desk,Furniture,23,32000,736000,Banyan Health
SO-10607,2025-10-03,North,27-inch Monitor,Displays,20,24000,480000,Riverstone Realty
SO-10608,2025-10-04,West,USB-C Hub,Accessories,8,3500,28000,Vista Telecom
SO-10609,2025-10-05,West,Office Chair,Furniture,8,12500,100000,Banyan Health
SO-10610,2025-10-05,South,Office Chair,Furniture,15,12500,187500,Coral Retail
SO-10611,2025-10-05,North,Office Chair,Furniture,9,12500,112500,Falcon Freight
SO-10612,2025-10-07,East,Laptop Stand,Accessories,2,1800,3600,Umber Paints
SO-10613,2025-10-07,East,Conference Speaker,Audio and Video,18,18000,324000,Vista Telecom
SO-10614,2025-10-08,South,Webcam,Audio and Video,18,4200,75600,Ganga Textiles
SO-10615,2025-10-08,North,Conference Speaker,Audio and Video,10,18000,180000,Nimbus Cloud
SO-10616,2025-10-09,South,Laptop Stand,Accessories,13,1800,23400,Tamarind Tech
SO-10617,2025-10-09,East,24-inch Monitor,Displays,15,14500,217500,Deccan Motors
SO-10618,2025-10-10,East,USB-C Hub,Accessories,23,3500,80500,Bluepeak Analytics
SO-10619,2025-10-10,North,Headset,Audio and Video,2,6500,13000,Coral Retail
SO-10620,2025-10-11,East,Laptop Stand,Accessories,6,1800,10800,Tamarind Tech
SO-10621,2025-10-11,East,Office Chair,Furniture,16,12500,200000,Bluepeak Analytics
SO-10622,2025-10-12,North,Webcam,Audio and Video,8,4200,33600,Umber Paints
SO-10623,2025-10-12,North,USB-C Hub,Accessories,24,3500,84000,Nimbus Cloud
SO-10624,2025-10-12,West,Headset,Audio and Video,15,6500,97500,Banyan Health
SO-10625,2025-10-12,South,Laptop Stand,Accessories,13,1800,23400,Evergreen Foods
SO-10626,2025-10-12,West,USB-C Hub,Accessories,10,3500,35000,Deccan Motors
SO-10627,2025-10-13,East,Laptop Stand,Accessories,22,1800,39600,Kite Media
SO-10628,2025-10-13,East,Laptop Stand,Accessories,18,1800,32400,Harbour Hotels
